gene_name	rep	condition	total	sup	pel
ENSG00000087365.15	2	1	10262	9464	8379
ENSG00000087448.10	2	1	2781	1885	2584
ENSG00000087460.24	2	1	45677	72764	29343.04
ENSG00000087470.17	2	1	28899	10312	10385
ENSG00000087495.16	2	1	222	92	86
ENSG00000087502.17	2	1	2860	778	433
ENSG00000087510.6	2	1	72	35	42
ENSG00000087586.17	2	1	9117.94	5950	1891
ENSG00000087842.10	2	1	989	627	230
ENSG00000087884.14	2	1	81	53	20
ENSG00000087903.12	2	1	404	589	562
ENSG00000087995.15	2	1	2042.74	1476.6	398.97
ENSG00000088035.16	2	1	2178	572	1169
ENSG00000088038.18	2	1	655	1190	3068
ENSG00000088179.8	2	1	2040	824	1299
ENSG00000088205.12	2	1	16993	6337	6822
ENSG00000088247.17	2	1	5437	7989	7040
ENSG00000088256.8	2	1	236	602	524
ENSG00000088298.12	2	1	1297	1555	837
ENSG00000088305.18	2	1	54	34	91
ENSG00000088325.15	2	1	12608	5337	32304
ENSG00000088340.15	2	1	32	31	188
ENSG00000088356.5	2	1	2592	2787	681
ENSG00000088367.21	2	1	384	327	181
ENSG00000088387.18	2	1	332	197	340
ENSG00000088448.14	2	1	11167	5650	13855
ENSG00000088451.10	2	1	3635	977	1075
ENSG00000088543.14	2	1	286	336	286
ENSG00000088682.13	2	1	4435	5364	2434
ENSG00000088727.12	2	1	264	305	157
ENSG00000088766.11	2	1	7084	3226	990
ENSG00000088808.17	2	1	514	499	1359
ENSG00000088812.17	2	1	3586	2938	2259
ENSG00000088832.16	2	1	22543.94	18546.35	4287.84
ENSG00000088833.17	2	1	2331	2431	2221
ENSG00000088854.12	2	1	32	12	40
ENSG00000088876.11	2	1	1640	1250.56	1249.54
ENSG00000088882.7	2	1	478	911	1763
ENSG00000088888.17	2	1	6391	5995	6886
ENSG00000088899.15	2	1	143	223	424
ENSG00000088930.7	2	1	17688	9038	5687
ENSG00000088970.15	2	1	1384	615	1218
ENSG00000088986.10	2	1	11091	8701	2910
ENSG00000088992.17	2	1	2380	3722	826
ENSG00000089006.16	2	1	27026	13907	13987
ENSG00000089009.15	2	1	111420.94	72716.88	13787.88
ENSG00000089012.14	2	1	69	122.6	34.71
ENSG00000089022.13	2	1	5819.5	4023.44	3472.66
ENSG00000089041.16	2	1	497	294	156
ENSG00000089048.14	2	1	1272	206	409
ENSG00000089050.15	2	1	4839	2881	604
ENSG00000089053.12	2	1	24016	21023	25448
ENSG00000089057.14	2	1	12144	10405	14699
ENSG00000089060.11	2	1	1265	2205	2056
ENSG00000089063.14	2	1	9455	7380	1124
ENSG00000089091.16	2	1	937	567	418
ENSG00000089094.18	2	1	10260	7175	15043
ENSG00000089123.15	2	1	1239	558	836
ENSG00000089127.12	2	1	19918	18134	5922
ENSG00000089154.10	2	1	13832	15899	60213.85
ENSG00000089157.15	2	1	366174.28	541681.65	76861.53
ENSG00000089159.16	2	1	151	161	205
ENSG00000089177.18	2	1	1255	830	689
ENSG00000089195.14	2	1	2330	1186	908
ENSG00000089220.4	2	1	15402	16978	4434.98
ENSG00000089234.15	2	1	2655	2032	1010
ENSG00000089248.6	2	1	11995	8823	1874
ENSG00000089250.18	2	1	29	8	20
ENSG00000089280.18	2	1	30212	21847	42269.53
ENSG00000089289.15	2	1	9948	7082	1395
ENSG00000089327.14	2	1	3309	8418	1864
ENSG00000089335.20	2	1	3644.61	1167	2946.71
ENSG00000089351.14	2	1	3808	6968	7979
ENSG00000089472.16	2	1	205	150	149
ENSG00000089486.16	2	1	1364	1440	1014
ENSG00000089505.17	2	1	47.72	112.22	84.85
ENSG00000089558.8	2	1	175	275	353
ENSG00000089597.17	2	1	27104	33033	14720.04
ENSG00000089639.10	2	1	1305	2063	6180
ENSG00000089682.16	2	1	1742	432	892
ENSG00000089685.14	2	1	4854	8023	1820
ENSG00000089692.8	2	1	34	46	87
ENSG00000089693.10	2	1	11806	15743	4632
ENSG00000089723.9	2	1	99	168	69
ENSG00000089737.16	2	1	22686	16604	10742
ENSG00000089775.11	2	1	7292	4319	3436
ENSG00000089818.17	2	1	3246.59	2234.27	2275.7
ENSG00000089820.15	2	1	2342.03	4810.45	15407.19
ENSG00000089847.12	2	1	93	184	268
ENSG00000089876.11	2	1	1490	762	488
ENSG00000089902.9	2	1	3008	1617	1435
ENSG00000089916.17	2	1	10233	4306	12723.92
ENSG00000090006.17	2	1	178	351	764
ENSG00000090013.10	2	1	910	2125	415
ENSG00000090020.10	2	1	297	357	1183
ENSG00000090054.14	2	1	7725.77	3344.18	2277
ENSG00000090060.17	2	1	28800	11049	7287
ENSG00000090061.17	2	1	1357	1291	2033
ENSG00000090097.21	2	1	364	660	1065
ENSG00000090104.11	2	1	63414	15740	13477
ENSG00000090238.11	2	1	619	1025	882
ENSG00000090263.15	2	1	3471	1369	329
ENSG00000090266.12	2	1	6763	9703	1322
ENSG00000090273.13	2	1	3012	2806	1309
ENSG00000090316.15	2	1	6095	10320	14563
ENSG00000090339.8	2	1	19093	19694	8278
ENSG00000090372.14	2	1	3153	6202	10043
ENSG00000090376.10	2	1	4627	1728	3088
ENSG00000090432.6	2	1	1918	2564	655
ENSG00000090447.11	2	1	830	893	1148
ENSG00000090470.14	2	1	3289	2164	1066
ENSG00000090487.10	2	1	6615	4999	1949
ENSG00000090520.11	2	1	4205.36	1435.91	3546.04
ENSG00000090530.9	2	1	8398	6081	2044
ENSG00000090554.12	2	1	117.86	223.63	219.93
ENSG00000090565.15	2	1	777	1249	2793
ENSG00000090581.9	2	1	1199	2165	2942
ENSG00000090612.20	2	1	2551	1276.1	951
ENSG00000090615.14	2	1	3206	4096	4252
ENSG00000090621.13	2	1	9984	11354	11836
ENSG00000090661.11	2	1	5012	6018	3373
ENSG00000090674.15	2	1	384	730	1212
ENSG00000090686.15	2	1	16101	5321	8683
ENSG00000090776.5	2	1	142	354	89
ENSG00000090857.13	2	1	12643.45	8650.94	11961.84
ENSG00000090861.15	2	1	16958	15891	7719
ENSG00000090863.11	2	1	10030	5908	5787
ENSG00000090889.11	2	1	6612.91	3706	3209
ENSG00000090905.18	2	1	9158	8125	7872
ENSG00000090924.14	2	1	2011	2348	6205
ENSG00000090932.10	2	1	69	125	108
ENSG00000090971.4	2	1	508	935	1336
ENSG00000090975.12	2	1	104	95	317
ENSG00000090989.17	2	1	3227	1091	2011
ENSG00000091009.7	2	1	7567.37	4631.2	1520.07
ENSG00000091039.16	2	1	10073	2612	2130
ENSG00000091073.19	2	1	633.26	837.48	1536.07
ENSG00000091127.13	2	1	2644	1296	981
ENSG00000091128.12	2	1	6	14	7
ENSG00000091129.19	2	1	489	240	280
ENSG00000091136.13	2	1	6	16	24
ENSG00000091140.13	2	1	13472	4230	3295
ENSG00000091157.13	2	1	2138	1724	1494.98
ENSG00000091164.12	2	1	6603	3006	1455
ENSG00000091317.7	2	1	18789	6681	1734
ENSG00000091483.6	2	1	6388	4409	2605
ENSG00000091490.10	2	1	5136	3211	1569
ENSG00000091513.15	2	1	61	35	91
ENSG00000091527.15	2	1	19975	6623	3140
ENSG00000091536.17	2	1	69	76	240
ENSG00000091542.8	2	1	13471	16196	3679
ENSG00000091592.15	2	1	4037	5022	11049
ENSG00000091622.15	2	1	50	71	191
ENSG00000091640.7	2	1	3778	4075	1447
ENSG00000091651.8	2	1	3158	2434	784
ENSG00000091656.16	2	1	16	22	24
ENSG00000091732.16	2	1	2491	2745	1047
ENSG00000091831.23	2	1	50	36	58
ENSG00000091947.9	2	1	2102	4014	786
ENSG00000091972.18	2	1	8479	4592	2203
ENSG00000092010.14	2	1	11354	6928	4505
ENSG00000092020.10	2	1	2464	736	543
ENSG00000092036.18	2	1	4525.45	4162.25	1619.87
ENSG00000092051.16	2	1	1566	1849	1837
ENSG00000092094.10	2	1	4399	4576	3867
ENSG00000092098.16	2	1	1204.23	2245.44	6602.11
ENSG00000092108.20	2	1	5345	1718	1234
ENSG00000092140.15	2	1	4367	929	1723
ENSG00000092148.12	2	1	17601	8222	9614
ENSG00000092199.17	2	1	103122.09	42007.84	22428.76
ENSG00000092201.9	2	1	21970.94	13005	8755.03
ENSG00000092203.13	2	1	10442	9546	3350
ENSG00000092208.17	2	1	2069	980	708
ENSG00000092295.11	2	1	151	223	1114
ENSG00000092330.16	2	1	3701	3806	2457
ENSG00000092421.16	2	1	2526	1977	2943
ENSG00000092439.14	2	1	13088	3983	5414.95
ENSG00000092470.11	2	1	4091	2167	1155
ENSG00000092529.23	2	1	207.48	179.62	671.2
ENSG00000092531.9	2	1	9976	4356	1765
ENSG00000092607.14	2	1	1552	1369	375
ENSG00000092621.12	2	1	1392	2049	1229
ENSG00000092758.17	2	1	69	87	129
ENSG00000092820.17	2	1	19761	18872	17504
ENSG00000092841.18	2	1	57229	38043	17304
ENSG00000092847.11	2	1	5528	5708	4646
ENSG00000092853.13	2	1	2455	1368	859
ENSG00000092871.16	2	1	10423	8241	2921
ENSG00000092929.11	2	1	1596	2629	10792.73
ENSG00000092931.11	2	1	1593.82	1195	1163
ENSG00000092964.17	2	1	12065	6211	6313
ENSG00000092978.10	2	1	1043	404	567
ENSG00000093000.18	2	1	9239.55	5466.66	4880.58
ENSG00000093009.9	2	1	6268	6111	4858
ENSG00000093010.13	2	1	1595	2986	1886
ENSG00000093072.16	2	1	1651	1400	1083
ENSG00000093100.13	2	1	1287.93	1834.88	6816.72
ENSG00000093144.18	2	1	5108	1494	956
ENSG00000093167.17	2	1	2489	1121	1671
ENSG00000093183.13	2	1	3658	2898	1323
ENSG00000093217.10	2	1	567	458	911
ENSG00000094631.19	2	1	2217	2504	5861
ENSG00000094804.10	2	1	4623	2618	1728
ENSG00000094841.13	2	1	1909	1039	474
ENSG00000094880.10	2	1	9667	5297	3352
ENSG00000094914.12	2	1	4507	7449	6494
ENSG00000094916.15	2	1	32563	16738	5324
ENSG00000094975.13	2	1	3746	929	2160
ENSG00000095002.14	2	1	8457	3507	2305
ENSG00000095015.5	2	1	8829	3837	2868
ENSG00000095059.15	2	1	5832.07	7339.83	5588.5
ENSG00000095066.11	2	1	187	174	603
ENSG00000095139.13	2	1	24705	16150	3601
ENSG00000095203.14	2	1	158	39	42
ENSG00000095209.11	2	1	2015	840	251
ENSG00000095261.13	2	1	3000	1623	510
ENSG00000095303.15	2	1	577	496	311
ENSG00000095319.14	2	1	12417	21117	17547
ENSG00000095321.16	2	1	60	109	110
ENSG00000095370.19	2	1	1890	2959	3207.01
ENSG00000095380.10	2	1	2436	2725	769
ENSG00000095383.19	2	1	169	262	330
ENSG00000095397.13	2	1	2892	3488	18677.99
ENSG00000095485.17	2	1	3212	2407	1552
ENSG00000095539.15	2	1	165	168	260
ENSG00000095564.13	2	1	48492	12742	59114.27
ENSG00000095574.11	2	1	2698	1864	1047
ENSG00000095585.16	2	1	5705	3236	6010
ENSG00000095587.8	2	1	103	111	163
ENSG00000095637.22	2	1	157	86	52
ENSG00000095739.10	2	1	12	7	7
ENSG00000095787.21	2	1	20957	10149	5272
ENSG00000095794.19	2	1	3316	2139	594
ENSG00000095906.16	2	1	1504	5405	4771
ENSG00000095951.16	2	1	6556	5775	5102
ENSG00000096060.14	2	1	12986	5490	3212
ENSG00000096063.15	2	1	13476	5514	4025
ENSG00000096070.19	2	1	1291	1289	1696
ENSG00000096080.11	2	1	4142	7735	1458
ENSG00000096092.5	2	1	2040	784	310
ENSG00000096093.15	2	1	1765	649	3221
ENSG00000096264.13	2	1	24	46	9
ENSG00000096384.19	2	1	200062.32	138987.99	53362.22
ENSG00000096401.7	2	1	7420	3108	2239
ENSG00000096433.10	2	1	7651	9515	50685.01
ENSG00000096654.15	2	1	1883	673	612
ENSG00000096717.11	2	1	2240	728	491
ENSG00000096746.17	2	1	10861	3001	4465
ENSG00000096872.16	2	1	1136	247	313
ENSG00000096968.13	2	1	3007	1090	1527
ENSG00000096996.15	2	1	1122	1918	1035
ENSG00000097007.17	2	1	3371	5960	3828
ENSG00000097021.19	2	1	4377	6302	4073
ENSG00000097033.14	2	1	5133	2374	1160
ENSG00000097046.12	2	1	4393	1443	3053
ENSG00000099194.5	2	1	80163	58290	12633.81
ENSG00000099203.6	2	1	720	1673	290
ENSG00000099204.19	2	1	5528	3714	2355
ENSG00000099219.13	2	1	11104	5106	3749.03
ENSG00000099246.16	2	1	4578	1451	1248
ENSG00000099250.17	2	1	3187	2236	2260
ENSG00000099251.14	2	1	1576.18	1111.36	1226.17
ENSG00000099256.18	2	1	476.89	231	82
ENSG00000099282.9	2	1	634	1095	391
ENSG00000099290.16	2	1	5241.18	2875.68	4126.1
ENSG00000099308.10	2	1	1385	1609	4011
ENSG00000099326.8	2	1	1340	2196	9088
ENSG00000099330.8	2	1	134	227	159
ENSG00000099331.13	2	1	8648	11153	35459
ENSG00000099338.22	2	1	43	28	71
ENSG00000099341.11	2	1	18227	26837	4448
ENSG00000099364.16	2	1	1616	3765	4116
ENSG00000099365.10	2	1	276	548	1348
ENSG00000099377.13	2	1	65	208	333
ENSG00000099381.17	2	1	362	515	2794
ENSG00000099385.11	2	1	1292	2256	412
ENSG00000099622.13	2	1	13952	15928	35183.53
ENSG00000099624.7	2	1	1474	5346	2347
ENSG00000099783.11	2	1	14151	17574	9558
ENSG00000099785.10	2	1	292	724	202
ENSG00000099795.6	2	1	2887	9493	1795
ENSG00000099797.14	2	1	2012.5	3376.59	2568.63
ENSG00000099800.7	2	1	2676.32	8852.88	2890.96
ENSG00000099804.8	2	1	2118	3164	1300
ENSG00000099810.19	2	1	3655.34	1842	1858.09
ENSG00000099817.11	2	1	5884	14009	4490
ENSG00000099821.13	2	1	3295.04	6269.57	19820.05
ENSG00000099840.13	2	1	1125	1933	8599
ENSG00000099849.14	2	1	733	2106	2541.15
ENSG00000099860.8	2	1	11251	17455	9878
ENSG00000099864.17	2	1	48	85	51
ENSG00000099875.14	2	1	28792	49091	40121
ENSG00000099889.13	2	1	34	56	323
ENSG00000099899.14	2	1	1678	3982	6759
ENSG00000099901.16	2	1	9739.95	12282.32	5765.87
ENSG00000099904.15	2	1	355	1045	6425
ENSG00000099910.16	2	1	1118.11	2153.85	1897.72
ENSG00000099917.17	2	1	3178	4469	16616
ENSG00000099940.11	2	1	3063	3219	521
ENSG00000099942.12	2	1	10224	8360	3441
ENSG00000099949.19	2	1	1850	2959	12990.61
ENSG00000099956.19	2	1	11852	13037	6232
ENSG00000099958.14	2	1	455	1057	1807
ENSG00000099968.17	2	1	3335	2501	620
ENSG00000099977.14	2	1	5525.72	10777.9	4120.66
ENSG00000099985.3	2	1	27	44	19
ENSG00000099991.17	2	1	1966	2915	8265
ENSG00000099992.15	2	1	1399.47	2227.64	3276.6
ENSG00000099994.10	2	1	24	41	145
ENSG00000099995.18	2	1	2693	2554	3580
ENSG00000099999.14	2	1	285	507	1224
ENSG00000100003.17	2	1	126	103	110
ENSG00000100014.19	2	1	4780.24	4742.48	3105.89
ENSG00000100023.18	2	1	7029.08	9155.96	16399.65
ENSG00000100024.14	2	1	2432	1633	1034
ENSG00000100027.14	2	1	323	331	138
ENSG00000100028.11	2	1	4219.48	6244	1358.14
ENSG00000100029.17	2	1	8757	12116	7277.93
ENSG00000100030.14	2	1	22788	17079	7427
ENSG00000100031.18	2	1	1903.88	2719.44	3128.24
ENSG00000100033.16	2	1	23.28	22.55	137.06
ENSG00000100034.13	2	1	1711	2692	3112.99
ENSG00000100036.12	2	1	351	744	282
ENSG00000100038.19	2	1	1356	2485.56	10192.36
ENSG00000100053.9	2	1	10	15	11
ENSG00000100055.20	2	1	3056	3879	7550
ENSG00000100056.11	2	1	1108	1943	1392
ENSG00000100058.12	2	1	2109	1634	1619
ENSG00000100060.17	2	1	4564	10775	3589
ENSG00000100068.12	2	1	633	853	2181.92
ENSG00000100075.9	2	1	1587	3991	1744.01
ENSG00000100077.14	2	1	12987	6962	5659
ENSG00000100083.18	2	1	4059	5500	11444
ENSG00000100084.14	2	1	4271.72	5697.77	3481.53
ENSG00000100092.22	2	1	1337.2	1770.84	3151.02
ENSG00000100097.11	2	1	40515	67202	17250
ENSG00000100099.20	2	1	6287	7298	11304.01
ENSG00000100100.12	2	1	819	830	434
ENSG00000100104.13	2	1	3021	1911	555
ENSG00000100105.17	2	1	2446	2811	3854
ENSG00000100106.20	2	1	1253	2202	1541
ENSG00000100109.16	2	1	6309	7716	4474
ENSG00000100116.16	2	1	726	1473	646
ENSG00000100124.14	2	1	1138	2181	1554
ENSG00000100129.17	2	1	74017.96	64652.94	9050.53
ENSG00000100138.14	2	1	13157	17677	3426
ENSG00000100139.13	2	1	1160	2795	1561
ENSG00000100142.14	2	1	2534	3307	1144.07
ENSG00000100147.13	2	1	499	880	406
ENSG00000100150.17	2	1	3715	4451	3452
ENSG00000100151.15	2	1	1060	1762	2896
ENSG00000100154.14	2	1	37	37	62
ENSG00000100162.14	2	1	2774	6205	4525
ENSG00000100167.20	2	1	91	69	70
ENSG00000100196.10	2	1	78	59	14
ENSG00000100197.21	2	1	108.75	122.79	1785.44
ENSG00000100201.20	2	1	179930	84045	181419.6
ENSG00000100206.9	2	1	486	247	121
ENSG00000100207.18	2	1	8119	7104	3538
ENSG00000100209.9	2	1	792	650	65
ENSG00000100211.10	2	1	464	337	163.01
ENSG00000100216.5	2	1	4751	3969	1078
ENSG00000100218.11	2	1	43	57	24
ENSG00000100219.16	2	1	8314	7217	2073
ENSG00000100220.11	2	1	19455	13975	5093
ENSG00000100221.10	2	1	10056	11680	2636
ENSG00000100225.17	2	1	19743	16001	5030
ENSG00000100226.15	2	1	6830	7181	11224
ENSG00000100227.17	2	1	7364	7649	4392
ENSG00000100228.12	2	1	446	772	280
ENSG00000100239.15	2	1	3801	5390	11098
ENSG00000100241.20	2	1	4561	10805	29191
ENSG00000100242.15	2	1	7033	13035	13049
ENSG00000100243.20	2	1	6137	9387	3687
ENSG00000100246.12	2	1	294	509	114
ENSG00000100258.17	2	1	794	2487	10031.96
ENSG00000100263.13	2	1	444	1373	937
ENSG00000100266.18	2	1	11340	11872	7419
ENSG00000100271.16	2	1	181	229	67
ENSG00000100280.16	2	1	9506	15381	13727
ENSG00000100281.13	2	1	6417	3181	2141
ENSG00000100284.20	2	1	3334	6172	3162
ENSG00000100288.19	2	1	3463.59	3637.3	8350.7
ENSG00000100292.16	2	1	3219	4821	1471
ENSG00000100294.12	2	1	1377	2913	875
ENSG00000100296.13	2	1	4870	5057	2214
ENSG00000100297.15	2	1	25150	39489	35484
ENSG00000100298.15	2	1	498	555	188
ENSG00000100299.17	2	1	425	715	2824
ENSG00000100300.17	2	1	437	1160	345
ENSG00000100304.12	2	1	2616	4411	2773
ENSG00000100307.12	2	1	2885	3784.61	3439
ENSG00000100316.15	2	1	245635.76	329508.8	72791.03
ENSG00000100319.12	2	1	873	1167	405
ENSG00000100320.22	2	1	367	252	312
ENSG00000100321.14	2	1	69	121	80
ENSG00000100324.13	2	1	2153	3029	2477
ENSG00000100325.14	2	1	5033	6334	4564
ENSG00000100330.15	2	1	5642	4170	6286
ENSG00000100335.14	2	1	7642	7004	3132.01
ENSG00000100342.20	2	1	5109	4667	3632
ENSG00000100345.21	2	1	20926	23361	19650
ENSG00000100347.14	2	1	4689	3623	2288
ENSG00000100348.9	2	1	12313	14995	3637
ENSG00000100350.14	2	1	435	518	492
ENSG00000100351.16	2	1	10816	7827	6231
ENSG00000100353.17	2	1	50533	47550	15634
ENSG00000100354.20	2	1	5642	4202	4022
ENSG00000100359.20	2	1	3332.28	6219.58	22297.58
ENSG00000100360.14	2	1	291	200	629
ENSG00000100364.18	2	1	8065	10886	3723
ENSG00000100365.14	2	1	9462	13139	9148.76
ENSG00000100368.13	2	1	3220	3072	5393
ENSG00000100372.14	2	1	6250	3124	1458
ENSG00000100376.11	2	1	15331	10673	28964.74
ENSG00000100379.17	2	1	577	1125	1472
ENSG00000100380.13	2	1	18321.22	8424.45	2865.15
ENSG00000100385.13	2	1	13787	14536	12206
ENSG00000100387.8	2	1	11559	9295	1942
ENSG00000100393.12	2	1	3821	5292	7003
ENSG00000100395.14	2	1	4658	6267	5506
ENSG00000100401.19	2	1	8870	19041	10655
ENSG00000100403.11	2	1	6731	8283	11173.01
ENSG00000100410.7	2	1	4833	2914	925
ENSG00000100412.15	2	1	2862	8077	24791.05
ENSG00000100413.16	2	1	1975	3568	1835
ENSG00000100416.13	2	1	3081	3836	12755
ENSG00000100417.11	2	1	1989	3125	1470
ENSG00000100418.7	2	1	4491	5362	3322
ENSG00000100422.13	2	1	6204	7605	2312
ENSG00000100425.18	2	1	986	1166	4568
ENSG00000100426.6	2	1	2277	2307	2566
ENSG00000100429.17	2	1	594.2	908.6	10865.83
ENSG00000100439.10	2	1	4567	5771	1373
ENSG00000100441.9	2	1	6761	4594	8664
ENSG00000100442.10	2	1	5105	1160	964
ENSG00000100445.17	2	1	2690	4570	7596
ENSG00000100461.17	2	1	9173	9361	5384
ENSG00000100462.15	2	1	17512	18363	7683
ENSG00000100473.16	2	1	162	131	67
ENSG00000100478.14	2	1	332	176	96
ENSG00000100479.12	2	1	1558	680	927
ENSG00000100483.13	2	1	1151	599	560
ENSG00000100485.11	2	1	4706	1966	1208
ENSG00000100490.9	2	1	884	517	359
ENSG00000100503.23	2	1	13244	5832	7531
ENSG00000100505.13	2	1	15	28	36
ENSG00000100519.11	2	1	8552.87	1936.42	2379.23
ENSG00000100522.9	2	1	3380	2044	386
ENSG00000100523.14	2	1	9559	3624	8089
ENSG00000100526.19	2	1	3548	1497	457
ENSG00000100528.11	2	1	8075	3490	759
ENSG00000100532.11	2	1	740	253	193
ENSG00000100554.11	2	1	3138	1147	475
ENSG00000100557.9	2	1	709	267	614
ENSG00000100564.8	2	1	2344	2916	1869
ENSG00000100567.12	2	1	15201	7787	2705
ENSG00000100568.10	2	1	7752.96	4305.94	1642.85
ENSG00000100575.13	2	1	1517	802	179
ENSG00000100577.18	2	1	1291	1866	1259
ENSG00000100578.14	2	1	3796	2273	1382
ENSG00000100580.7	2	1	16486	8520	4805
ENSG00000100583.4	2	1	27	23	18
ENSG00000100591.7	2	1	8721	7511	2283
ENSG00000100592.15	2	1	4544	1535	1976
ENSG00000100596.6	2	1	5530	3605	868
ENSG00000100599.15	2	1	1568	2083	2676
ENSG00000100600.14	2	1	16246	12394	4359
ENSG00000100601.9	2	1	2364	2009	727
ENSG00000100603.13	2	1	6138	2572	1548
ENSG00000100605.16	2	1	5800	11168	4411
ENSG00000100612.13	2	1	3432	2380	803
ENSG00000100614.17	2	1	13521	3340	6995
ENSG00000100626.16	2	1	25	36	55
ENSG00000100628.11	2	1	1972	4267	3389
ENSG00000100629.16	2	1	484	190	405
ENSG00000100632.10	2	1	22552	11861	2428
ENSG00000100644.16	2	1	10513.98	5486	3305
ENSG00000100647.7	2	1	3726	3214	3661
ENSG00000100650.15	2	1	29857	11944	55117.01
ENSG00000100664.10	2	1	18241	7484	8510.48
ENSG00000100678.18	2	1	25	24	21
ENSG00000100697.14	2	1	21229	7922	13427.74
ENSG00000100711.13	2	1	1460	1700	1630
ENSG00000100714.15	2	1	11569.94	11005.58	6097
ENSG00000100721.10	2	1	332	1062	176
ENSG00000100722.19	2	1	7581	4367	3655
ENSG00000100726.14	2	1	1039	3495	21615.01
ENSG00000100731.15	2	1	15839	9820	8895
ENSG00000100744.14	2	1	3355	1162	630
ENSG00000100749.7	2	1	3943	1042	961
ENSG00000100764.13	2	1	9779.18	4391.92	2143.29
ENSG00000100767.16	2	1	2962	3029	11310
ENSG00000100784.11	2	1	1820	657	1282
ENSG00000100796.17	2	1	7737	3048	3447
ENSG00000100802.14	2	1	957	1385	641
ENSG00000100804.18	2	1	7459	9888	1958
ENSG00000100811.12	2	1	8818	6092	3179
ENSG00000100813.14	2	1	14833	8989	58695.03
ENSG00000100814.17	2	1	11305	6081	1394
ENSG00000100815.12	2	1	4098	1432	1530
ENSG00000100823.11	2	1	19098	21844	7126.15
ENSG00000100836.10	2	1	14248.82	13390.05	21088.77
ENSG00000100852.12	2	1	6768	1760	1593
ENSG00000100865.14	2	1	2428	2779	611
ENSG00000100867.14	2	1	129	161	150
ENSG00000100883.11	2	1	5298	2443	2246
ENSG00000100888.13	2	1	3819.57	3954.17	7380.71
ENSG00000100889.11	2	1	4736	8287	4194
ENSG00000100890.15	2	1	5984.27	3447.54	1395.73
ENSG00000100897.17	2	1	10361.64	13930.4	4955.81
ENSG00000100902.10	2	1	18598.89	8587.67	3070.75
ENSG00000100906.10	2	1	16987	18754	15975
ENSG00000100908.13	2	1	562	1210	1192
ENSG00000100911.15	2	1	19082	15723.71	20589
ENSG00000100916.13	2	1	976	264	262
ENSG00000100918.12	2	1	549	566	3827
ENSG00000100926.14	2	1	1144.75	2416.29	804.41
ENSG00000100934.14	2	1	10266	4627	1985
ENSG00000100938.17	2	1	4708	3630	2522
ENSG00000100941.8	2	1	8314	3179	10757
ENSG00000100949.14	2	1	2767	3995	9424
ENSG00000100968.13	2	1	672	778	6238
ENSG00000100979.14	2	1	368	671	151
ENSG00000100982.11	2	1	1225	2578	3060
ENSG00000100983.10	2	1	5838	7199	3134
ENSG00000100985.7	2	1	41	77	109
ENSG00000100991.11	2	1	8701	10240	12922
ENSG00000100994.11	2	1	2230	3765	3899
ENSG00000100997.18	2	1	1358	2103	1177
ENSG00000101000.5	2	1	43	55	10
ENSG00000101003.9	2	1	5302	2520	999
ENSG00000101004.14	2	1	28	25	36
ENSG00000101017.13	2	1	14914	21953	8032
ENSG00000101019.21	2	1	7168	5987	6558
ENSG00000101040.19	2	1	8742	5755	10533
ENSG00000101052.12	2	1	1789	1327	343
ENSG00000101057.15	2	1	4196	8800	3322
ENSG00000101079.20	2	1	3733	3241	1175
ENSG00000101082.13	2	1	39	61	20
ENSG00000101084.17	2	1	7049.3	5621.48	1413
ENSG00000101096.19	2	1	2815	2142	3775
ENSG00000101104.12	2	1	5001	5119	15458
ENSG00000101109.11	2	1	26511	12846	8045.02
ENSG00000101115.12	2	1	105	112	210
ENSG00000101126.16	2	1	9430	5690	8364
ENSG00000101132.9	2	1	1898	507	257
ENSG00000101138.11	2	1	7208	6885	2841
ENSG00000101146.12	2	1	2218	2510	4651
ENSG00000101150.17	2	1	6430	7718	4405
ENSG00000101152.10	2	1	5771	9870	5592
ENSG00000101158.13	2	1	7993	9848	11220
ENSG00000101160.13	2	1	11919	11957	3727
ENSG00000101161.7	2	1	8377	9593	8981.94
ENSG00000101166.15	2	1	11267	4461	1713
ENSG00000101181.17	2	1	2108	4317	1333
ENSG00000101182.14	2	1	15473	23283	7398.13
ENSG00000101187.15	2	1	733	1320	3607
ENSG00000101189.6	2	1	1741	2101	1134
ENSG00000101190.12	2	1	314	215	129
ENSG00000101191.16	2	1	9445	9193	28544.42
ENSG00000101193.7	2	1	6691	6957	2501
ENSG00000101194.17	2	1	2980	7041	40848.85
ENSG00000101197.12	2	1	18	58	145
ENSG00000101199.12	2	1	2972	5331	24495
ENSG00000101213.6	2	1	31	54	57
ENSG00000101216.10	2	1	2394	3233	4065
ENSG00000101220.17	2	1	1567	4479	1176
ENSG00000101224.17	2	1	2906	4898	10986
ENSG00000101236.16	2	1	636	609	407
ENSG00000101246.19	2	1	1863	3593	6737
ENSG00000101247.17	2	1	985	464	617
ENSG00000101255.10	2	1	3067	4378	1628
ENSG00000101265.15	2	1	19236	15998	6393.99
ENSG00000101266.18	2	1	18249.67	13003.13	9570.04
ENSG00000101280.7	2	1	41	34	23
ENSG00000101290.13	2	1	10664	7471	5427
ENSG00000101294.17	2	1	5972.3	6606.8	3743.15
ENSG00000101307.15	2	1	381.78	436.42	444
ENSG00000101310.16	2	1	16399	14543	4639
ENSG00000101311.15	2	1	468	361	253
ENSG00000101336.13	2	1	294	300	125
